source_path	mode	object_type	object_id	disposition	owner_repository	implementation_story	reason
docs/stories/epics/E08-symphony-web-ui-controller/US-047-dependency-board-foundation/validation.md	100644	blob	2a541f31510de69b868ba818acfd2f5b6da5d8f2	move	symphony	US-090	approved product path in E11 migration manifest
docs/stories/epics/E09-self-improving-harness-lifecycle/US-082-review-finding-closure/execplan.md	100644	blob	2ac1704fa2b1c56c904b6fb65043db125fb77226	rewrite	repository-harness	US-098	Reviewed active or proof-coupled Symphony reference in a core-owned file
.agents/skills/impeccable/reference/distill.md	100644	blob	2ac85043eb51a69b6587e994390da7c8364e8ff9	discard_after_gate	external-tooling	US-098	project-local optional tooling is not product source
docs/stories/epics/E09-self-improving-harness-lifecycle/US-084-proof-audit-finding-closure/execplan.md	100644	blob	2bdf9a006b71036546b1dad41218316eea27b90f	retain	repository-harness	US-098	generic Harness core or repository governance path
docs/stories/epics/E08-symphony-web-ui-controller/README.md	100644	blob	2c17de0d85e71724518442481798f2b8c2d4247f	move	symphony	US-090	approved product path in E11 migration manifest
docs/stories/epics/E08-symphony-web-ui-controller/US-069-web-ui-design-principles-validation.md	100644	blob	2c745ded82aafe8d78b366f3639a98448acb56d2	move	symphony	US-090	approved product path in E11 migration manifest
.agents/skills/impeccable/reference/product.md	100644	blob	2ca462350362dca84b761764f2d5697a24a5f2da	discard_after_gate	external-tooling	US-098	project-local optional tooling is not product source
docs/decisions/0003-generic-spec-intake-harness.md	100644	blob	2d29f123f05c6a55d0816ef400b835ea01d9d5eb	retain	repository-harness	US-098	generic Harness core or repository governance path
docs/product/README.md	100644	blob	2d377923ba0f0dd0ad3a7939c6e2e55b0b7e02fa	rewrite	repository-harness	US-098	mixed root/template coupling explicitly listed for cleanup
Cargo.toml	100644	blob	2dab61c70fe4a284719d91f8566d7b64867cefc6	rewrite	repository-harness	US-098	mixed root/template coupling explicitly listed for cleanup
docs/stories/epics/E08-symphony-web-ui-controller/US-048-local-web-backend-api.md	100644	blob	2ddedb72502a0c0200e1b7d25ac37b1fcde2d296	move	symphony	US-090	approved product path in E11 migration manifest
docs/stories/epics/E01-durable-layer/US-002-rust-harness-cli/execplan.md	100644	blob	2e0435c4bba6c53e37421ec60c4edb85391d79ad	retain	repository-harness	US-098	generic Harness core or repository governance path
.agents/skills/impeccable/SKILL.md	100644	blob	2f0241da1e761d0df8c516a6736e1075fe4c04e3	discard_after_gate	external-tooling	US-098	project-local optional tooling is not product source
docs/stories/epics/E09-self-improving-harness-lifecycle/US-082-review-finding-closure/overview.md	100644	blob	2f34b7216e936497716492eacd430df9d291f545	rewrite	repository-harness	US-098	Reviewed active or proof-coupled Symphony reference in a core-owned file
docs/stories/epics/E10-harness-signal-quality/US-086-evidence-provenance-causal-retirement/overview.md	100644	blob	2f424aa1cb094216d1cf4591a674759be5564a73	retain	repository-harness	US-098	generic Harness core or repository governance path
docs/stories/epics/E09-self-improving-harness-lifecycle/US-080-legacy-improvement-reconciliation/execplan.md	100644	blob	2f83c097056132cad54740d2580be0486d3f38a1	retain	repository-harness	US-098	generic Harness core or repository governance path
.harness/changesets/run_1783179886029971000_7111_0.changeset.jsonl	100644	blob	3022365750dec7198b0888026ded09e0621429c9	archive	migration-archive	US-098	historical/extension evidence must not remain active
docs/README.md	100644	blob	30320f4e4f56c9c841969b5c60c183bbe1e816b1	rewrite	repository-harness	US-098	mixed root/template coupling explicitly listed for cleanup
.agents/skills/impeccable/scripts/live-copy-edit-agent.mjs	100644	blob	313ed7f1061278c5ac273dc0036a122115f2b983	discard_after_gate	external-tooling	US-098	project-local optional tooling is not product source
crates/harness-symphony/src/retention.rs	100644	blob	315fa50c78c64113fa2c3473c5b482e95910e143	move	symphony	US-090	approved product path in E11 migration manifest
docs/stories/epics/E09-self-improving-harness-lifecycle/README.md	100644	blob	31cf654ca0686406dbef580b402c806eb827ea93	rewrite	repository-harness	US-098	Reviewed active or proof-coupled Symphony reference in a core-owned file
.agents/skills/impeccable/scripts/pin.mjs	100644	blob	320d98ce130a5f6413b887acaa0aa55b5c4915da	discard_after_gate	external-tooling	US-098	project-local optional tooling is not product source
.agents/skills/impeccable/reference/document.md	100644	blob	3298274c924923d66c969e86e22d80b555f0c2f5	discard_after_gate	external-tooling	US-098	project-local optional tooling is not product source
docs/stories/US-072-validation-provider-registry-audit-cleanup.md	100644	blob	32c63fb213f3ca788f2e4b87d28b427e40bca323	rewrite	repository-harness	US-098	Reviewed active or proof-coupled Symphony reference in a core-owned file
.agents/skills/impeccable/reference/critique.md	100644	blob	331ea9972353e5d3264b4d8ffd4fab7109a9227f	discard_after_gate	external-tooling	US-098	project-local optional tooling is not product source
docs/stories/US-020-batch-story-verification.md	100644	blob	345e226215eab3520983a606214878e4b9ed9946	retain	repository-harness	US-098	generic Harness core or repository governance path
docs/stories/epics/E01-durable-layer/US-002-rust-harness-cli/validation.md	100644	blob	34670ecab264e1f79eebf8080939d8cdc11abd01	retain	repository-harness	US-098	generic Harness core or repository governance path
CLAUDE.md	100644	blob	34f7e7880e964b5b7df5535403d8c99029371bf6	retain	repository-harness	US-098	generic Harness core or repository governance path
.agents/skills/impeccable/scripts/detector/design-system.mjs	100644	blob	352148d86b268aec12b440f31a78cc8c187c7da7	discard_after_gate	external-tooling	US-098	project-local optional tooling is not product source
.harness/changesets/run_1783523200000000000_us071.changeset.jsonl	100644	blob	352a5d3ac29ae906c12674c749fc0d53d8805a32	archive	migration-archive	US-098	historical/extension evidence must not remain active
docs/stories/epics/E05-symphony-local-runner/US-039-runs-status.md	100644	blob	35e0499a11bff52b271268e2e4a5e09a7a885de7	move	symphony	US-090	approved product path in E11 migration manifest
crates/harness-cli/src/domain.rs	100644	blob	375b85583686ce25df34598b528523fbe8656ceb	retain	repository-harness	US-098	generic Harness core or repository governance path
.agents/skills/impeccable/scripts/live/manual-apply.mjs	100644	blob	376958d7db355f8b313873d8aad799f7264035e9	discard_after_gate	external-tooling	US-098	project-local optional tooling is not product source
crates/harness-symphony/src/work.rs	100644	blob	378f50e18bba54f188c0300f455b56dd0b085ad2	move	symphony	US-090	approved product path in E11 migration manifest
docs/stories/epics/E07-symphony-automation/README.md	100644	blob	37fe4fcd9c4fa557e97c696ebdbf26686a4f8fe8	move	symphony	US-090	approved product path in E11 migration manifest
.harness/changesets/run_1783744000_us084_proof_audit_closure.changeset.jsonl	100644	blob	396c5ba31727a971f6ae73de6b63e7fcff8c9b40	archive	migration-archive	US-098	historical/extension evidence must not remain active
.agents/skills/impeccable/scripts/live-browser.js	100644	blob	3ac73b572540e7b8d3dcc3babe0ab3ba8dfa866f	discard_after_gate	external-tooling	US-098	project-local optional tooling is not product source
docs/stories/epics/E09-self-improving-harness-lifecycle/US-074-replay-safe-improvement-identity/execplan.md	100644	blob	3b45d4f1d09912211ad82e561b80440a4de6591e	retain	repository-harness	US-098	generic Harness core or repository governance path
.agents/skills/impeccable/scripts/detector/detect-antipatterns-browser.js	100644	blob	3bfc2de47facf015730e99d4b80db92be986797f	discard_after_gate	external-tooling	US-098	project-local optional tooling is not product source
.agents/skills/impeccable/scripts/detector/shared/color.mjs	100644	blob	3d9a126bfb06e54866172b54da85b1de466c2e95	discard_after_gate	external-tooling	US-098	project-local optional tooling is not product source
docs/stories/epics/E09-self-improving-harness-lifecycle/US-077-explicit-story-completion/execplan.md	100644	blob	3e0372da4a17d3d5d4879eae33f5fe7d1d888dc1	rewrite	repository-harness	US-098	Reviewed active or proof-coupled Symphony reference in a core-owned file
.github/ISSUE_TEMPLATE/pattern-request.md	100644	blob	3e8e4dce0c76e2ed364101db6470c95ff3a06432	retain	repository-harness	US-098	generic Harness core or repository governance path
.harness/changesets/run_1783676834844503000_28702_0.changeset.jsonl	100644	blob	3f53b92bea8536bc7adce8241f282d4ab7d2169e	archive	migration-archive	US-098	historical/extension evidence must not remain active
docs/HARNESS_MATURITY.md	100644	blob	3fd6a8503552331cd5ee9017bfd3f789f72826c7	retain	repository-harness	US-098	generic Harness core or repository governance path
crates/harness-symphony/src/agent.rs	100644	blob	3fe8b6c7414b5d16b1f0b415b91f9ed017ba840b	move	symphony	US-090	approved product path in E11 migration manifest
CHANGELOG.md	100644	blob	405d071c94f7477eec854c0fd0b917d2809d20a1	retain	repository-harness	US-098	generic Harness core or repository governance path
docs/templates/high-risk-story/execplan.md	100644	blob	4098256f5c3caca3e500bd7e1a14eff00e047b5b	retain	repository-harness	US-098	generic Harness core or repository governance path
docs/stories/US-007-propagate-phase2-docs-through-installer.md	100644	blob	416bfec937ce0e4af7856550a6019ce5a90a5b82	retain	repository-harness	US-098	generic Harness core or repository governance path
docs/stories/epics/E09-self-improving-harness-lifecycle/US-083-post-review-correctness-closure/execplan.md	100644	blob	41f07cf5a95fa341b183336b666f69719686d1b3	retain	repository-harness	US-098	generic Harness core or repository governance path
crates/harness-symphony/web-ui/electron/backend.cjs	100644	blob	42a0f808cb145c5650fb45a5af2c229aa518e880	move	symphony	US-090	approved product path in E11 migration manifest
.agents/skills/impeccable/scripts/live-wrap.mjs	100644	blob	438c01b68616adccd551e7c9e7fd09828aee3b5a	discard_after_gate	external-tooling	US-098	project-local optional tooling is not product source
docs/stories/US-024-improvement-proposal-pipeline.md	100644	blob	4432dcf540faebbd488020ca4df1241fe8395397	retain	repository-harness	US-098	generic Harness core or repository governance path
docs/stories/US-025-post-merge-cli-release-and-changelog.md	100644	blob	4465a0b8805d8e1f33ba5803d2c98c0d66b61dc9	retain	repository-harness	US-098	generic Harness core or repository governance path
crates/harness-symphony/src/run.rs	100644	blob	46884ff4bf332d3ed3b60fafb81aed19bc52d443	move	symphony	US-090	approved product path in E11 migration manifest
docs/demo/README.md	100644	blob	46e01966fb58a41b098c8d4931b06234221df1de	retain	repository-harness	US-098	generic Harness core or repository governance path
docs/templates/spec-intake.md	100644	blob	4799a18fe8cfda432229eaf489119a16acc58bee	retain	repository-harness	US-098	generic Harness core or repository governance path
docs/stories/epics/E09-self-improving-harness-lifecycle/US-083-post-review-correctness-closure/validation.md	100644	blob	4897074ea372d6ec332085ee2ac7ba52b2855fca	rewrite	repository-harness	US-098	Reviewed active or proof-coupled Symphony reference in a core-owned file
docs/templates/decision.md	100644	blob	496c38a4a10853100425587ec9686a1f03dc7196	retain	repository-harness	US-098	generic Harness core or repository governance path
.agents/skills/impeccable/scripts/live-target.mjs	100644	blob	498bc55196aeaefd2c9a980e0482b3aef7ca44fe	discard_after_gate	external-tooling	US-098	project-local optional tooling is not product source
crates/harness-symphony/src/pr.rs	100644	blob	49e18db347d700465ca28e0360cf02d2fc8b0092	move	symphony	US-090	approved product path in E11 migration manifest
docs/stories/epics/E06-symphony-review-sync/US-040-changeset-rendering.md	100644	blob	4ab33a51001d150741b231cce8eea190f555b4fb	move	symphony	US-090	approved product path in E11 migration manifest
.agents/skills/impeccable/reference/craft.md	100644	blob	4adbc2b1fe12a197c8487f7c170a9cf4f6505ad2	discard_after_gate	external-tooling	US-098	project-local optional tooling is not product source
crates/harness-symphony/web-ui/src/features/symphony/status-badge.tsx	100644	blob	4bc6e44c43c581b5f140520b23b668e5e894bb2d	move	symphony	US-090	approved product path in E11 migration manifest
.agents/skills/impeccable/scripts/palette.mjs	100644	blob	4c3f1751a177ff56ad249f093b872045b5cbb6dc	discard_after_gate	external-tooling	US-098	project-local optional tooling is not product source
crates/harness-symphony/web-ui/src/components/ui/input.tsx	100644	blob	4d5f46a832c1ce1ba3faeb210dcc9e0157308dd4	move	symphony	US-090	approved product path in E11 migration manifest
.harness/changesets/run_1783682363_us075_selective_proposal_decision.changeset.jsonl	100644	blob	4d5fd78198435c3ab96081cb3312cb0967f495e1	archive	migration-archive	US-098	historical/extension evidence must not remain active
scripts/harness-cli-release-tag	100644	blob	4dce807d22e3bfae3d950ec04038ed27239c861e	retain	repository-harness	US-098	generic Harness core or repository governance path
crates/harness-symphony/web-ui/DESIGN.md	100644	blob	4e243b3e56488afd020b233db64f9ab2594f7cb8	move	symphony	US-090	approved product path in E11 migration manifest
docs/decisions/0004-sqlite-durable-layer.md	100644	blob	4e3b4655478fa6d3c4ee7baa490bc32df5ec7ebb	retain	repository-harness	US-098	generic Harness core or repository governance path
docs/decisions/0002-post-spec-product-lifecycle.md	100644	blob	4e7d109d87682d47b470dfc4f6ffb2fb12d91552	retain	repository-harness	US-098	generic Harness core or repository governance path
docs/stories/epics/E05-symphony-local-runner/US-034-work-list.md	100644	blob	4fea742bf15c6cda3dae202bc3e218ff69f68639	move	symphony	US-090	approved product path in E11 migration manifest
.harness/changesets/run_0000000002_retire_stale_symphony_docs.changeset.jsonl	100644	blob	5092695e2358d15d7a2965c45bb072fb9c0e6691	archive	migration-archive	US-098	historical/extension evidence must not remain active
crates/harness-symphony/Cargo.toml	100644	blob	513d979bd75ea50473da44ae66d986790930cabf	move	symphony	US-090	approved product path in E11 migration manifest
docs/stories/epics/E08-symphony-web-ui-controller/US-047-dependency-board-foundation.md	100644	blob	52cf1315d39fb9cfe28319574f0ca8e51941dac4	move	symphony	US-090	approved product path in E11 migration manifest
docs/stories/epics/E09-self-improving-harness-lifecycle/US-076-story-backlog-relationships/validation.md	100644	blob	53a4e038647c67b984bb2460fa21a94a5a633ffa	retain	repository-harness	US-098	generic Harness core or repository governance path
.harness/changesets/run_1783405248236036000_24617_0.changeset.jsonl	100644	blob	54175a2a055bb87b364364012e73ef85d0344a87	archive	migration-archive	US-098	historical/extension evidence must not remain active
.github/workflows/harness-cli-release.yml	100644	blob	543988c78c6c54d675a1764187ee64bcf7da8832	rewrite	repository-harness	US-098	mixed root/template coupling explicitly listed for cleanup
docs/SYMPHONY_QUICKSTART.md	100644	blob	54ba2ce0e1cbc8a149edf8cd94602dc6299b378d	move	symphony	US-090	approved product path in E11 migration manifest
crates/harness-symphony/src/auto.rs	100644	blob	55789a878a165b0c2f027b98604ae43f321ff5d9	move	symphony	US-090	approved product path in E11 migration manifest
LICENSE	100644	blob	566dbb23256bc86db5233dbdc51adf64cf497798	retain	repository-harness	US-098	generic Harness core or repository governance path
docs/stories/epics/E09-self-improving-harness-lifecycle/US-077-explicit-story-completion/validation.md	100644	blob	56dbf1cd6a4a90fba5660c4785665159eca825de	rewrite	repository-harness	US-098	Reviewed active or proof-coupled Symphony reference in a core-owned file
docs/stories/epics/E06-symphony-review-sync/README.md	100644	blob	575655ea8c50a30f05493bf1a09d0f66340d5dcb	move	symphony	US-090	approved product path in E11 migration manifest
scripts/schema/008-story-hierarchy.sql	100644	blob	5794e2002bf6631868f96eef0a08086b9949aa58	rewrite	repository-harness	US-098	mixed root/template coupling explicitly listed for cleanup
docs/FEATURE_INTAKE.md	100644	blob	57d2d6ec5b3a7ec17f9152665a60fb0930216c6c	retain	repository-harness	US-098	generic Harness core or repository governance path
scripts/schema/004-intervention.sql	100644	blob	58cbd43a00b2a2eb3da8cd3099ac6e5c0f91013d	retain	repository-harness	US-098	generic Harness core or repository governance path
docs/stories/epics/E04-symphony-cli-prerequisites/README.md	100644	blob	590ea367fe23daf62c849cfe2218e0343aefce89	archive	migration-archive	US-098	Symphony historical review/story evidence selected for provenance
.harness/changesets/run_1782536604_52965.changeset.jsonl	100644	blob	59c36954544f0580aa32874cc30c0466ce4ae79b	archive	migration-archive	US-098	historical/extension evidence must not remain active
.agents/skills/impeccable/scripts/detector/findings.mjs	100644	blob	5a30b4f75a87717b6cf2f579a75d1b3a9cefff59	discard_after_gate	external-tooling	US-098	project-local optional tooling is not product source
docs/reviews/US-073-proposal-to-backlog-lifecycle.md	100644	blob	5b8680df121a22c10528f7a4d3caedd9872e132f	archive	migration-archive	US-098	Reviewed historical Symphony reference
scripts/schema/001-init.sql	100644	blob	5bc5e9db01585e7ed3870a68a897208754932b4f	retain	repository-harness	US-098	generic Harness core or repository governance path
scripts/schema/012-review-finding-closure.sql	100644	blob	5c57aaee3e50761f662dd744a4ca09b8045e3c10	retain	repository-harness	US-098	generic Harness core or repository governance path
docs/stories/epics/E04-symphony-cli-prerequisites/US-029-operation-log-writing.md	100644	blob	5c64379c4358133867c378486d1439312c97fe97	archive	migration-archive	US-098	Symphony historical review/story evidence selected for provenance
.agents/skills/impeccable/scripts/live/vocabulary.mjs	100644	blob	5c7b0b713ac8cf5451ce84b3b3914fdb06f53f7f	discard_after_gate	external-tooling	US-098	project-local optional tooling is not product source
docs/stories/backlog.md	100644	blob	5cfce6f529ba76b6f9f689aa0872c160513ac303	retain	repository-harness	US-098	generic Harness core or repository governance path
docs/HARNESS_BACKLOG.md	100644	blob	60e5f55252465f06df32f287eaf86b1bc37f46b4	retain	repository-harness	US-098	generic Harness core or repository governance path
.agents/skills/impeccable/reference/shape.md	100644	blob	6252c5166c5e1dc77ad1088d814b882d4f0e6391	discard_after_gate	external-tooling	US-098	project-local optional tooling is not product source
.agents/skills/impeccable/reference/bolder.md	100644	blob	6326d409a878d9ef8115aacf21ba8dc9127aa19f	discard_after_gate	external-tooling	US-098	project-local optional tooling is not product source
docs/TEST_MATRIX.md	100644	blob	63a57625fcd288a211b2308ab8cdc560fb45c937	retain	repository-harness	US-098	generic Harness core or repository governance path
scripts/schema/007-story-dependencies.sql	100644	blob	644e8fd5e9903da45dfba6f5848857d90ae66560	rewrite	repository-harness	US-098	mixed root/template coupling explicitly listed for cleanup
.agents/skills/impeccable/scripts/critique-storage.mjs	100644	blob	645628c8c1dc14a0ec4b8f83c6a4187416c9d1ff	discard_after_gate	external-tooling	US-098	project-local optional tooling is not product source
.harness/changesets/run_1783224245101133000_18033_0.changeset.jsonl	100644	blob	665f6d74655f4bd50d2cd3fcfa7c2173f863c07b	archive	migration-archive	US-098	historical/extension evidence must not remain active
docs/stories/epics/E07-symphony-automation/US-044-tiny-here-run.md	100644	blob	678f69add18baad99795e94148c832b3150bbf03	move	symphony	US-090	approved product path in E11 migration manifest
